item_id,cefr_true,true_p_mid,alpha,beta,k_train,n_train,p_est,p_error,acc_test_mid,brier_test_mid,logloss_test_mid,acc_weak_test,acc_strong_test,gap_weak_strong_test,var_p,ci95_low,ci95_high,ci95_width,level_hat,band_hat_lo,band_hat_hi,d_to_boundary_hat,nearest_boundary_hat,learned_edges_q
195130,C1,0.325,4.0,5.0,3,7,0.4444444444444444,0.11944444444444441,0.3333333333333333,0.23456790123456792,0.6621678486735222,0.6666666666666666,1.0,0.33333333333333337,0.024691358024691357,0.157012939453125,0.7551345825195312,0.5981216430664062,L3,0.4444444444444444,0.6666666666666666,0.0,0.4444444444444444,"0.111111,0.333333,0.444444,0.666667,0.777778,0.814815,0.888889"
195131,C1,0.325,3.0,6.0,2,7,0.3333333333333333,0.008333333333333304,0.0,0.1111111111111111,0.40546510810816433,0.0,0.6666666666666666,0.6666666666666666,0.022222222222222223,0.08523368835449219,0.6508560180664062,0.5656223297119141,L2,0.3333333333333333,0.4444444444444444,0.0,0.3333333333333333,"0.111111,0.333333,0.444444,0.666667,0.777778,0.814815,0.888889"
195132,C1,0.325,3.0,6.0,2,7,0.3333333333333333,0.008333333333333304,0.6666666666666666,0.3333333333333334,0.8675632284814613,0.0,0.3333333333333333,0.3333333333333333,0.022222222222222223,0.08523368835449219,0.6508560180664062,0.5656223297119141,L2,0.3333333333333333,0.4444444444444444,0.0,0.3333333333333333,"0.111111,0.333333,0.444444,0.666667,0.777778,0.814815,0.888889"
195133,C1,0.325,1.0,8.0,0,7,0.1111111111111111,-0.2138888888888889,0.6666666666666666,0.5308641975308642,1.504077396776274,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.009876543209876543,0.003159761428833008,0.369415283203125,0.366255521774292,L1,0.1111111111111111,0.3333333333333333,0.0,0.1111111111111111,"0.111111,0.333333,0.444444,0.666667,0.777778,0.814815,0.888889"
195134,C1,0.325,5.0,4.0,4,7,0.5555555555555556,0.23055555555555557,0.0,0.308641975308642,0.8109302162163288,0.0,0.6666666666666666,0.6666666666666666,0.024691358024691357,0.24486541748046875,0.842987060546875,0.5981216430664062,L3,0.4444444444444444,0.6666666666666666,0.11111111111111105,0.6666666666666666,"0.111111,0.333333,0.444444,0.666667,0.777778,0.814815,0.888889"
195135,C1,0.325,1.0,8.0,0,7,0.1111111111111111,-0.2138888888888889,0.0,0.012345679012345678,0.11778303565638353,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.009876543209876543,0.003159761428833008,0.369415283203125,0.366255521774292,L1,0.1111111111111111,0.3333333333333333,0.0,0.1111111111111111,"0.111111,0.333333,0.444444,0.666667,0.777778,0.814815,0.888889"
195136,C2,0.175,4.0,5.0,3,7,0.4444444444444444,0.26944444444444443,0.0,0.19753086419753085,0.587786664902119,0.0,0.3333333333333333,0.3333333333333333,0.024691358024691357,0.157012939453125,0.7551345825195312,0.5981216430664062,L3,0.4444444444444444,0.6666666666666666,0.0,0.4444444444444444,"0.111111,0.333333,0.444444,0.666667,0.777778,0.814815,0.888889"
195137,C2,0.175,1.0,8.0,0,7,0.1111111111111111,-0.06388888888888888,0.0,0.012345679012345678,0.11778303565638353,0.0,0.0,0.0,0.009876543209876543,0.003159761428833008,0.369415283203125,0.366255521774292,L1,0.1111111111111111,0.3333333333333333,0.0,0.1111111111111111,"0.111111,0.333333,0.444444,0.666667,0.777778,0.814815,0.888889"
195138,C2,0.175,2.0,7.0,1,7,0.2222222222222222,0.04722222222222222,0.0,0.04938271604938271,0.25131442828090605,0.6666666666666666,0.6666666666666666,0.0,0.01728395061728395,0.03185462951660156,0.5265121459960938,0.4946575164794922,L1,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.1111111111111111,"0.111111,0.333333,0.444444,0.666667,0.777778,0.814815,0.888889"
195139,C2,0.175,1.0,8.0,0,7,0.1111111111111111,-0.06388888888888888,0.0,0.012345679012345678,0.11778303565638353,0.0,0.3333333333333333,0.3333333333333333,0.009876543209876543,0.003159761428833008,0.369415283203125,0.366255521774292,L1,0.1111111111111111,0.3333333333333333,0.0,0.1111111111111111,"0.111111,0.333333,0.444444,0.666667,0.777778,0.814815,0.888889"
195140,C2,0.175,3.0,6.0,2,7,0.3333333333333333,0.15833333333333333,0.0,0.1111111111111111,0.40546510810816433,0.3333333333333333,0.0,-0.3333333333333333,0.022222222222222223,0.08523368835449219,0.6508560180664062,0.5656223297119141,L2,0.3333333333333333,0.4444444444444444,0.0,0.3333333333333333,"0.111111,0.333333,0.444444,0.666667,0.777778,0.814815,0.888889"
195141,C2,0.175,2.0,7.0,1,7,0.2222222222222222,0.04722222222222222,0.0,0.04938271604938271,0.25131442828090605,0.0,0.3333333333333333,0.3333333333333333,0.01728395061728395,0.03185462951660156,0.5265121459960938,0.4946575164794922,L1,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.1111111111111111,"0.111111,0.333333,0.444444,0.666667,0.777778,0.814815,0.888889"
195142,C2,0.175,2.0,7.0,1,7,0.2222222222222222,0.04722222222222222,0.6666666666666666,0.4197530864197531,1.0864897406111516,0.0,0.6666666666666666,0.6666666666666666,0.01728395061728395,0.03185462951660156,0.5265121459960938,0.4946575164794922,L1,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.1111111111111111,"0.111111,0.333333,0.444444,0.666667,0.777778,0.814815,0.888889"
195143,C2,0.175,4.0,5.0,3,7,0.4444444444444444,0.26944444444444443,0.3333333333333333,0.23456790123456792,0.6621678486735223,0.0,0.0,0.0,0.024691358024691357,0.157012939453125,0.7551345825195312,0.5981216430664062,L3,0.4444444444444444,0.6666666666666666,0.0,0.4444444444444444,"0.111111,0.333333,0.444444,0.666667,0.777778,0.814815,0.888889"
195145,A1,0.8999999999999999,8.0,1.0,7,7,0.8888888888888888,-0.011111111111111072,1.0,0.01234567901234569,0.11778303565638353,1.0,1.0,0.0,0.009876543209876543,0.630584716796875,0.996840238571167,0.366255521774292,L6,0.8148148148148127,0.8888888888888888,0.0,0.8888888888888888,"0.111111,0.333333,0.444444,0.666667,0.777778,0.814815,0.888889"
